stemmed_content,sentiment_label
"['shoppe', 'tidak', 'cod', 'semua', 'y', 'barang']",Negatif
"['akhir', 'akhir', 'shopee', 'jadi', 'smakin', 'lot', 'selalu', 'gagal', 'muat', 'padahal', 'jaring', 'sangat', 'bagus', 'aplikasi', 'update', 'shopee', 'selalu', 'jadi', 'prioritas', 'hingga', 'tahan', 'platinum', 'lot', 'aplikasi', 'sulit', 'komunikasi', 'sama', 'admin', 'mungkin', 'mmbuat', 'trpaksa', 'paling', 'shop']",Negatif
"['maaf', 'shopee', 'kak', 'buka', 'ingat', 'halaman', 'sedang', 'baik', 'padahal', 'update', 'bantu', 'nya', 'kak', 'lipat', 'tangan']",Positif
"['seller', 'tiktok', 'hati', 'hati', 'awas', 'paket', 'kirim', 'gagal', 'kurir', 'juta', 'layan', 'tiktok', 'buruk', 'kurasabukan', 'kecewa', 'lapak']",Negatif
"['dulu', 'suka', 'sekali', 'belanja', 'disni', 'sekarang', 'mulai', 'sebal', 'jual', 'sini', 'sekarang', 'asa', 'shopee', 'pnghmbat', 'rezeki', 'spaylaternya', 'gagal', 'terus', 'pas', 'co', 'bayar', 'belum', 'hasil', 'padahal', 'tidak', 'pernah', 'telat', 'byar', 'pihak', 'shopee', 'baik', 'spaylaternya', 'spaylater', 'sangat', 'bantu', 'kalau', 'kayak', 'gin', 'terus', 'ssah', 'mau', 'jual', 'lipat', 'tangan', 'lipat', 'tangan', 'kalau', 'lapor', 'customer', 'service', 'jwabannya', 'hampir', 'hari', 'lapor', 'pihak', 'shopee', 'dsruh', 'pakai', 'metode', 'lah', 'kita', 'mau', 'pakai', 'spaylater', 'minta', 'baik', 'malah', 'dsruh', 'ganti', 'mtode']",Positif
"['lumayan', 'enak', 'bantu', 'cari', 'ingin', 'kalau', 'pencet', 'kadang', 'suka', 'telat', 'sedikit', 'sih']",Positif
"['woy', 'klan', 'nya', 'tidak', 'main', 'main', 'nelpon', 'tiba', 'tiba', 'iklan', 'shopee', 'shopee', 'ku', 'kasi', 'bintang', 'tidak', 'ramah']",Negatif
"['bantu', 'tingkat', 'ekonomi', 'negara']",Positif
"['dagang', 'susah', 'tolak', 'sesuai']",Negatif
['kakak'],Netral
"['rencana', 'tuhan', 'tentu', 'amin']",Netral
"['mantap', 'motivasi']",Positif
"['lot', 'sekali']",Negatif
"['harga', 'barang', 'jauah', 'beda', 'heran', 'lihat', 'harga', 'barang', 'bilang', 'murah', 'gilir', 'cek', 'out', 'nominal', 'harga', 'beda', 'kaya', 'iming', 'ngi', 'harga', 'murah', 'mahal', 'asa', 'gratia', 'ongkirmalas', 'kerja', 'tokped']",Netral
"['saran', 'atur', 'laku', 'kaya', 'buka', 'lapak', 'dllsperti', 'dana', 'cair', 'langgar', 'mmbuat', 'seller', 'bosan', 'notif', 'mudah', 'fitur', 'lapor', 'costumer', 'pusatknapa', 'mudah', 'mmbuat', 'lapor', 'shope', 'lazada', 'kesini', 'alas', 'langgar', 'masuk', 'akal']",Positif
"['sesal', 'sekali', 'pakai', 'fitur', 'bebas', 'ongkir', 'kurir', 'anter', 'sedih', 'citra', 'kerja', 'tidak', 'bakal', 'pakai', 'jasa', 'kurir', 'anter', 'kapok', 'turun', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah']",Negatif
['mudah'],Positif
"['moga', 'depan', 'masuk', 'rekening', 'nama', 'beda', 'ktp', 'daftar', 'sumpa', 'sulit', 'pakai', 'ktp', 'orangtua', 'orangtua', 'rekening', 'tarik', 'uang', 'pakai', 'ktp', 'pakai', 'akun', 'satu']",Netral
"['coba', 'kirim', 'ulang', 'kode', 'kirim']",Netral
"['heran', 'banned', 'asa', 'shopee', 'aman']",Netral
['oke'],Positif
"['tokopedia', 'belanja', 'tokopedia']",Netral
"['shopee', 'sih', 'tidak', 'buka', 'selalu', 'halaman', 'sedang', 'baik', 'beberapa', 'hari', 'mirip', 'gin', 'terus', 'baik', 'lah', 'sidah', 'update', 'kok', 'tetap']",Positif
"['mantap', 'habis']",Positif
['coba'],Netral
"['masuk', 'akun', 'tiktok', 'shop', 'verifikasi', 'suruh', 'akun', 'tidak', 'jelas', 'hapus', 'data']",Negatif
"['tidak', 'apa', 'deh', 'tidak', 'gratis', 'ongkir', 'mintol', 'jangan', 'ngebug', 'gin', 'dong', 'update', 'yuk', 'yuk', 'shopee', 'kaya', 'dulu']",Negatif
"['tidak', 'buka', 'aplikasi', 'nya', 'tulis', 'sedang', 'baik', 'info', 'nya', 'min']",Netral
"['kapok', 'pakai', 'shopee', 'paylater', 'mau', 'minta', 'surat', 'bukti', 'lunas', 'tidak', 'kasih', 'kasih', 'padahal', 'butuh', 'sekali']",Positif
"['bagus', 'mudah', 'erti', 'sayang', 'gampang', 'blokir', 'produk', 'kak']",Positif
['mantap'],Positif
"['apknya', 'sih', 'lumayn', 'kasih', 'fitur', 'kembali', 'barang', 'soal', 'kalau', 'barang', 'tak', 'sesuai', 'jadi', 'susah', 'makan', 'uang', 'banyak', 'jadi', 'tingk']",Netral
"['parah', 'nih', 'toktokuntuk', 'artis', 'kasih', 'live', 'kayakasih', 'sempat', 'seler', 'umkm', 'kembang', 'jual']",Netral
"['sangat', 'bagus', 'mudah']",Positif
"['haiyah', 'aplikasi', 'tokopedia', 'instal', 'cuma', 'putar', 'tidak', 'selesai', 'kata', 'hadiah', 'voucer', 'pret']",Negatif
"['buat', 'belanja', 'enak', 'apk', 'ngeheng', 'padahal', 'ram', 'gede', 'hdh', 'tidak', 'apa', 'apa', 'deh', 'puas', 'murah', 'meriyah', 'wajah', 'senyum', 'lebar', 'mata', 'tutup']",Netral
"['sangat', 'bantu']",Positif
"['tidak', 'bagus']",Netral
"['batas', 'alas', 'seller', 'batal', 'pesan', 'opsi', 'akun', 'tutup', 'total', 'beli', 'cowok']",Netral
"['aplikasi', 'jelek', 'sangat', 'bagus', 'lazada', 'aplikasi', 'lalod', 'sekali', 'promo', 'guna', 'pertama', 'tidak', 'pakai', 'jempol', 'bawah', 'jempol', 'bawah', 'jempol', 'bawah', 'jelek', 'sekali', 'pokok']",Negatif
"['kok', 'sekarang', 'lambat', 'aplikasi', 'buat', 'nonton', 'live', 'streaming', 'susah', 'terus', 'buat', 'vidio', 'shope', 'susah', 'baik']",Negatif
"['bantu', 'akun', 'shpee', 'tidak', 'login', 'gara', 'gara', 'ganti', 'hp']",Netral
"['aplikasi', 'lot', 'sekali', 'upload', 'jual', 'barang', 'belum', 'proses', 'lama', 'sekali', 'memang', 'shoppe', 'barang', 'murah', 'mau', 'ikut', 'jual', 'ikut', 'sabar']",Negatif
"['tidak', 'adil', 'sekali', 'rakyat', 'aceh', 'pakai', 'spaylater', 'padahal', 'selalu', 'tepat', 'waktu', 'bayar', 'nonaktif', 'daerah', 'aceh', 'tidak', 'pakai']",Negatif
['cepat'],Positif
"['upload', 'produk', 'acc']",Netral
"['aplikasi', 'atur', 'jual', 'akun', 'dibanned']",Netral
"['shopee', 'express', 'jasa', 'kirim', 'lelet', 'sekali', 'sesal', 'pakai', 'shopee', 'express', 'masa', 'jakarta', 'kalimantan', 'barat', 'lebih', 'satu', 'minggu', 'bobrok', 'expedisi']",Negatif
"['shopee', 'mah', 'wis', 'rong', 'taun', 'lebih', 'lanjut', 'kapan', 'hadiah', 'nya', 'nih', 'masa', 'tahun', 'kaos', 'sekali', 'lunturnih', 'good']",Positif
"['kak', 'ambil', 'uang', 'kesini', 'aneh', 'tutor', 'admin', 'biar', 'baru', 'bintang']",Netral
"['shopee', 'best', 'sekali', 'selalu', 'blnja', 'shopee', 'mau', 'barang', 'apa', 'tidak', 'pernah', 'kecewa', 'blnja', 'sini', 'terima', 'kasih', 'shopee']",Netral
"['tik', 'tok', 'bagus', 'bantu']",Positif
"['aneh', 'daftar', 'akun', 'logout', 'pas', 'login', 'suruh', 'daftar', 'verifikasi', 'dokumen', 'pakai', 'ktp', 'itu', 'login', 'pakai', 'tiktok', 'nomor', 'email', 'tonton', 'tutorial', 'yt', 'temu', 'solusi', 'kesal']",Positif
"['aplikasi', 'sering', 'ngelag', 'tidak', 'jelas']",Negatif
"['tiga', 'dulu']",Netral
"['update', 'oon', 'beda', 'lazada', 'shoppe', 'jual', 'aplikasi']",Netral
"['sangat', 'suka', 'aplikasi', 'shopee']",Positif
"['lumayan', 'cukup', 'senang', 'aplikasi']",Positif
['buruk'],Negatif
"['kata', 'gratis', 'ongkir', 'guna', 'baru', 'mana', 'kamu', 'bohong', 'tidak', 'ramah', 'bintang']",Negatif
"['tokopedia', 'pelang', 'kirim', 'jangan', 'via', 'gosen', 'barang', 'hancur', 'semua', 'hilang', 'tidak', 'pernah', 'lebih', 'baik', 'sama', 'tik', 'jne', 'oke']",Positif
"['kasih', 'bintang', 'uang', 'tahan', 'aplikasi', 'tarik', 'hari', 'uang', 'modal', 'usaha', 'baik', 'sih', 'terima', 'konfirmasi', 'seller', 'tarik', 'uang']",Positif
"['eror', 'selalu', 'aplikasi', 'sampah', 'jempol', 'bawah']",Netral
"['logout', 'pasu', 'identitas', 'batas', 'guna', 'identitas', 'pasu', 'identitas', 'ulang', 'kali']",Netral
"['sih', 'masukin', 'foto', 'ktp', 'kali', 'coba', 'loh', 'registrasi']",Netral
"['yabeberapa', 'kali', 'install', 'hp', 'infinix', 'gagaljadi', 'sulit', 'buka', 'toko', 'tiktok']",Netral
"['sistem', 'tracking', 'barang', 'tidak', 'aktual', 'entah', 'kurir', 'memang', 'sistem', 'lelet', 'jauh', 'kurir', 'paling', 'masalah', 'si', 'cepat', 'mungkin', 'paling', 'murah', 'layan', 'tidak', 'sepenuh', 'hati']",Negatif
"['aplikasi', 'sih', 'mau', 'login', 'ulang', 'tidak', 'bagi', 'tidak', 'buka', 'samsek', 'mau', 'suruh', 'pastiin', 'sinyal', 'aman', 'pakai', 'aplikasi', 'lain', 'sinyal', 'gin', 'normal', 'anjir', 'mau', 'pastiin', 'baru', 'download', 'ulang', 'biar', 'baru']",Negatif
"['entah', 'baru', 'susah', 'sekali', 'masuk', 'nya', 'sedang', 'baik', 'kemarin', 'dong', 'shopee', 'yaa']",Netral
"['terus', 'unduh']",Netral
['top'],Netral
"['jual', 'adil', 'deskriminasi', 'jual', 'sengajaulasan', 'negatif', 'toko', 'kreator', 'jual', 'sesuai', 'etalase', 'nilai', 'buruk', 'seller', 'kena', 'imbaspenjual', 'lokal', 'algoritma', 'jual', 'wna', 'paketdeskriminatif', 'batal', 'pembeliehh', 'jual', 'kena', 'persentasi', 'akumulasi', 'pelanggaranlogika']",Negatif
['aplikasi'],Netral
['bagus'],Positif
"['aplikasi', 'langsung', 'suruh', 'toko', 'minimal', 'tombol', 'toko']",Netral
"['shope', 'tipu', 'psnan', 'dtahan', 'pihak', 'shope', 'uang', 'tidak', 'dkmbalikan']",Negatif
"['layan', 'buruk', 'saldo', 'shoppepay', 'tari', 'dana', 'tampa', 'izin', 'guna', 'tolol', 'admin', 'agen', 'shopee', 'tidak', 'solusi']",Negatif
"['bagus', 'fiturnya', 'mudah']",Positif
"['kesemarang', 'keretapulangnya', 'beli', 'bukuslm', 'sayang', 'buwat', 'bacasemoga', 'sehat', 'selalu']",Netral
['good'],Positif
"['luvv', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'kupu', 'kupu']",Netral
"['uang', 'transfer', 'rekening', 'beda', 'rekening', 'daftar', 'buka', 'toko', 'orang', 'rekening', 'ter', 'isi', 'rekening', 'daftar', 'toko', 'batas', 'akun', 'daftar', 'hilang', 'lupa', 'sandi', 'kasih', 'minim', 'kali']",Positif
"['kasih', 'bintang', 'dulu']",Positif
"['gejelas', 'produk', 'tolak', 'sih', 'mau', 'jual', 'tolak', 'langgar', 'clickbait', 'sih']",Netral
"['mudahmudahan', 'cetap', 'ttup', 'rugi', 'toko', 'blokir', 'alas', 'langgar', 'toko', 'real', 'order', 'moga', 'capat', 'ttup']",Negatif
"['biaya', 'layan', 'bikin', 'tidak', 'asyik']",Negatif
"['semenjak', 'buka', 'toko', 'tiktok', 'tokopedia', 'alhamdulillah', 'hasil', 'tingkat']",Netral
"['sangat', 'puas']",Positif
['bagus'],Positif
"['belum', 'beri', 'bintang', 'coba', 'dulu']",Netral
"['sakura', 'school', 'simulato', 'update', 'versi', 'baru', 'p']",Netral
['bagus'],Positif
[],Netral
"['tidak', 'bayar']",Negatif
"['login', 'ribet', 'tiktok', 'seller', 'uang', 'trik', 'ribu', 'tutup', 'bikin', 'ribet', 'login']",Netral
"['lamalama', 'lin', 'tiktok', 'maju', 'jual', 'coba', 'nak', 'langgar', 'pelanggarabn', 'ngesselin']",Netral
"['suka', 'beli', 'shopee', 'update', 'malah', 'jadi', 'buriq']",Positif
"['thank', 'you']",Netral
"['ko', 'diupdate', 'jadi', 'lola', 'aplikasi', 'badahal', 'mau', 'pesan', 'barang', 'lolanya', 'ampun', 'dehh', 'lama', 'sekali', 'wajah', 'sangat', 'marah']",Negatif
"['moga', 'umur', 'aplikasi', 'bantu']",Positif
"['aplikasi', 'banyak', 'error', 'nya', 'lemah']",Negatif
"['yahoo', 'banyakii', 'gratiss', 'ongkirr']",Netral
"['dapatkn', 'barang', 'oke', 'tampa', 'keluar', 'rumah']",Positif
"['belum', 'pernah', 'kecewa', 'pakai', 'shopee', 'mudah', 'an', 'terus']",Netral
"['aplikasi', 'jelek']",Negatif
['mantap'],Positif
"['kalau', 'liat', 'liat', 'barang', 'shopee', 'nya', 'suka', 'ngelag', 'padahal', 'sinyal', 'bagus']",Positif
"['puas', 'aplikasi', 'data', 'seller', 'center', 'hapuskarna', 'akun', 'tiktok', 'taut', 'akun', 'resmi', 'tidak', 'tahu', 'taut', 'akun', 'resmi', 'kali', 'akun', 'resmi', 'lepas', 'tiktok', 'shopku', 'taut', 'akun', 'resmi', 'seller', 'center', 'jual', 'tiktok', 'shopku', 'muncull', 'aju', 'kali', 'biar', 'akun', 'seller', 'centerku', 'hapus', 'tuju']",Netral
"['bismillah', 'moga', 'toko', 'kasih', 'trafik']",Positif
['good'],Positif
"['jelek', 'tidak', 'kasih', 'spinjam']",Negatif
['mantap'],Positif
"['baik', 'sistemnyajgn', 'mudah', 'kasih', 'peringatanpadahal', 'jual', 'kasarklu', 'moga', 'playstore', 'hapus', 'aplikasi']",Positif
"['tokopedia', 'tidak', 'kerja', 'sama', 'bri', 'link', 'mau', 'transaksi', 'sangat', 'susah', 'tidak', 'punya', 'virtual', 'akun']",Negatif
['mantap'],Positif
['bagus'],Positif
['top'],Netral
['mantap'],Positif
"['no', 'kmt']",Netral
"['pliss', 'tunda', 'saldo', 'kamiudh', 'nunggu', 'minggutapi', 'mala', 'kirim', 'nunggu', 'minggu', 'butuh', 'uang', 'makan', 'putar', 'belanja', 'barang']",Netral
"['sulit', 'kali', 'masuk', 'repot']",Netral
['coba'],Netral
"['lot', 'sekarang']",Negatif
"['daftar', 'pakai', 'ktp', 'app', 'habis', 'keapus', 'kecewa']",Negatif
['lmyan'],Netral
['good'],Positif
"['sih', 'suka', 'sama', 'aplikasih', 'shopee', 'sekarang', 'tidak', 'tidak', 'vocer', 'gratis', 'ongkir', 'buat', 'cod', 'mala', 'banyak', 'gratis', 'ongkirnya', 'shopeepay', 'shopeepay', 'later', 'shopee', 'ubah', 'tidak', 'kaya', 'dulu', 'penguna', 'shopee', 'kabur', 'toko', 'bela', 'kata', 'kalau', 'iklan', 'tv', 'banyak', 'gratis', 'ongkir', 'apa', 'cuma', 'hoax', 'dulu', 'kasih', 'bintang', 'sekarang', 'shopee', 'making', 'burukk', 'setela', 'baruh', 'makin', 'sering', 'eror', 'padahal', 'jaring', 'oky', 'sekarang', 'tetap', 'lah', 'tak', 'kasih', 'bintang']",Netral
"['buruk', 'sekali', 'butuh', 'jelas', 'tidak', 'respon', 'banyak', 'toko', 'tidak', 'jelas', 'expedisi', 'tidak', 'karuan', 'bukti', 'ubah', 'terima', 'kasih']",Negatif
['good'],Positif
"['sedih', 'deh', 'tokped', 'tidak', 'kaya', 'dulu', 'dulu', 'enak', 'sangat', 'jual', 'ditokped', 'fitur', 'nya', 'mudah', 'paham', 'gratis', 'iklan', 'sekarang', 'tidak', 'mana', 'bingung', 'pakenya', 'jual', 'so', 'sad', 'wajah', 'kecewa', 'lega', 'moga', 'tokped', 'lebih', 'mudah', 'iklan', 'gratisny', 'sh', 'p', 'e']",Negatif
"['dasar', 'aplikasi', 'jelek']",Negatif
"['kalau', 'gerat', 'ongkir', 'kasih', 'bintang']",Positif
['piye'],Netral
"['bijak', 'bijak', 'flexible', 'harga', 'sesuai', 'hapus', 'aneh', 'nih']",Netral
"['hapus', 'akun', 'minimal', 'bnerin', 'data', 'nya', 'registrasi', 'verifikasi', 'tambah', 'dokumen', 'daftar', 'login', 'nik', 'akun', 'pulasemoga', 'kdepan', 'baik', 'replay', 'kirim', 'email', 'saran', 'daftar', 'pakai', 'id', 'nama', 'id', 'private', 'iya', 'pinjam', 'id', 'orang']",Positif
"['spam', 'terlalu', 'banyak', 'ayo', 'hapus', 'tulis']",Netral
"['sangat', 'bagus']",Positif
"['iya', 'beli', 'daftar', 'jual', 'ribet', 'ih', 'pakai', 'ktp']",Netral
"['daftar', 'tiktok', 'afiliat', 'susah', 'ampun', 'kali', 'gagal']",Negatif
"['check', 'out', 'batal', 'terus']",Netral
['bagus'],Positif
['suka'],Positif
['bagus'],Positif
"['bayar', 'go', 'pay', 'selalu', 'arah', 'go', 'paylater', 'paksa', 'bayar', 'kredit']",Netral
"['semenjak', 'gabung', 'tokopedia', 'tutup', 'kemarin', 'sengsara', 'jual', 'nak', 'langgar', 'produk', 'jual', 'blokir', 'produk', 'mau', 'tiktok', 'shop', 'tutup', 'tiktok', 'buka', 'sengsara', 'jual', 'suka', 'ngebenned', 'akun', 'jual', 'moga', 'besok', 'tiktok', 'kebened', 'perintah']",Positif
"['lumayan', 'bagus']",Positif
"['baru', 'instal', 'ko', 'nama', 'orang', 'akun', 'padahal', 'baru', 'mau', 'daftar', 'tidak', 'ganti', 'biodata', 'misal', 'jenis', 'kelamin', 'tanggal', 'lahir']",Negatif
"['mau', 'tarik', 'dana', 'saldo', 'tokped', 'rekening', 'bca', 'loading', 'terus', 'tidak', 'dong', 'bantu', 'admin']",Netral
"['dulu', 'mula']",Netral
['bagus'],Positif
"['aplikasi', 'sering', 'ngelag', 'parah']",Negatif
"['upload', 'produk', 'ikut', 'prosedur', 'laku', 'gagal', 'semangat', 'iklan', 'produk']",Netral
"['baru', 'coba', 'nih']",Netral
['manfaat'],Positif
"['cukup', 'ngebantu']",Netral
"['aplikasi', 'ny', 'lot', 'jadi', 'pusing', 'muter']",Negatif
"['shopee', 'selalu', 'hati', 'seler', 'amanah', 'paling', 'utama']",Netral
"['aplikasi', 'bagus', 'tekan', 'cari', 'barang', 'beli', 'gambar', 'motif', 'nya', 'tidak', 'keluar', 'mohon', 'baik', 'oke', 'terimakasih', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",Positif
"['toko', 'pdi']",Netral
"['barang', 'rp', 'tidak', 'order', 'padahal', 'belum', 'pernah', 'beli', 'samsek', 'toko', 'pedo']",Negatif
"['x', 'zzxz', 'set']",Netral
"['update', 'terlalu', 'makan', 'banyak', 'memori', 'mending', 'kalau', 'begini', 'pakai', 'pc']",Netral
"['good', 'job']",Positif
"['aplikasi', 'nya', 'lemoott', 'padahal', 'hapus', 'data', 'clear', 'cache', 'te', 'p', 'lot', 'berat', 'terus', 'aplikasi', 'nya', 'sering', 'ngehang', 'hp', 'ui', 'nya', 'tidak', 'rapih', 'kes', 'pabalatak', 'tidak', 'tokopedia', 'tampil', 'ui', 'nya', 'nyaman', 'lihat', 'tidak', 'berat', 'stabil']",Negatif
"['isi', 'hilang', 'norak']",Netral
"['cukup', 'baik']",Positif
['konto'],Netral
"['sampah', 'aplikasi']",Netral
"['moga', 'bagus']",Positif
"['aplikasi', 'bagus', 'jempol', 'atas']",Positif
"['aplikasi', 'seluruh', 'baik', 'vrefikasi', 'email', 'sulit', 'jaring', 'kurang', 'stabil', 'kirim', 'kode', 'login', 'ulang', 'kali', 'jadi', 'mohon', 'mudah', 'min', 'lipat', 'tangan']",Positif
['good'],Positif
"['apknya', 'bagus', 'pencairanya', 'seller', 'kendala', 'putar', 'uang', 'baik', 'baik', 'kasih', 'bintang']",Positif
"['aplikasi', 'bagus', 'belum', 'pernah', 'kecewa', 'aplikasi', 'shopee']",Netral
"['suruh', 'kirim', 'email', 'alamat', 'bukti', 'alamat', 'temu', 'coba', 'hubung', 'hufft']",Netral
['puas'],Positif
"['registrasi', 'registrasi', 'daftar', 'ulang', 'pale', 'bahasa', 'inggris']",Netral
"['heran', 'kasih', 'harga', 'sesuai', 'kena', 'spam', 'harga', 'aneh']",Positif
"['sangat', 'bantu']",Positif
"['bikin', 'alamat', 'kok', 'gagal', 'terus', 'payah']",Netral
"['tiktok', 'seller']",Netral
"['benar', 'suka', 'aplikasi', 'sering', 'x', 'baharu', 'selesai', 'update', 'buka', 'makin', 'lancar', 'malah', 'makin', 'lot']",Netral
['muas'],Netral
"['moga', 'sukses']",Netral
"['sangat', 'sesal', 'vitur', 'bayar', 'virtual', 'account', 'sekarang', 'tarif', 'bulan', 'lalu', 'gratis', 'gratis', 'ongkir', 'rang', 'batas', 'lebih', 'baik', 'bintang', 'tambah', 'percaya', 'tokopedia', 'baik']",Positif
"['langgar', 'produksesuai', 'produk', 'upload', 'upload', 'tolakjangan', 'laku', 'ribu', 'nonaktif', 'akun', 'nyaga', 'bangetsistem', 'bot']",Netral
['bantu'],Positif
"['sopi', 'amanah']",Netral
"['akhir', 'akhir', 'estimasi', 'terima', 'paket', 'sukaa', 'undur', 'undur']",Positif
"['mbedor', 'tertawa', 'bahak', 'bahak', 'tertawa', 'bahak', 'bahak', 'tertawa', 'bahak', 'bahak', 'tertawa', 'bahak', 'bahak', 'tertawa', 'bahak', 'bahak', 'tertawa', 'bahak', 'bahak']",Netral
"['ribet', 'upload', 'produk']",Netral
"['lepas', 'taut', 'bisatolong', 'bijak']",Netral
['nice'],Netral
['lumayan'],Netral
"['kasih', 'bintang', 'pas', 'baru', 'dowload', 'kan', 'barang', 'ribu', 'pas', 'chekot', 'ongkir', 'nyaa', 'ribu', 'wajah', 'takut', 'keringat', 'bersin']",Positif
"['y', 'shopee', 'sekarang', 'kok', 'tidak', 'cepat', 'dulu', 'sekrng', 'loding', 'e', 'lambat']",Negatif
"['nang', 'lot', 'juara', 'wajah', 'gembira', 'mata', 'bahagia', 'wajah', 'gembira', 'mata', 'bahagia', 'wajah', 'gembira', 'mata', 'bahagia', 'wajah', 'gembira', 'mata', 'bahagia']",Negatif
"['tolong', 'yaa', 'download', 'tokped', 'cuma', 'mau', 'liat', 'nct', 'dream', 'interview', 'cuma', 'tungguin', 'lama', 'sekali', 'tidak', 'play', 'wajah', 'lega']",Negatif
"['app', 'burik', 'celeng']",Netral
['mantap'],Positif
"['daftar', 'affiliate', 'gakbisa', 'produk', 'toko', 'coba', 'promosi', 'akun', 'affiliate', 'tambah', 'jual', 'toko', 'mohon', 'rubah', 'atur', 'tiktok', 'cari', 'uang', 'makan']",Netral
['puas'],Positif
"['tiktok', 'atur', 'aneh', 'jual', 'pilih', 'nota', 'beli', 'ijin', 'merk', 'jual', 'produk', 'hp', 'bermerk', 'potensi', 'monopoli', 'laku', 'aneh', 'aneh', 'sak', 'karepe', 'tiktok', 'dewe', 'jual', 'pilih', 'hahahaha', 'ramah', 'umkm', 'sedih']",Netral
"['alhamdulillah', 'bantu']",Positif
['good'],Positif
"['kok', 'belum', 'kirim', 'pakai', 'jnt', 'cargo', 'min']",Netral
"['apa', 'karyawan', 'shoope', 'malas', 'repot', 'jual', 'tidak', 'tanggap', 'jual', 'padahal', 'tipu', 'jual', 'panci', 'set', 'kirim', 'tali', 'sepatu', 'barang', 'kecil', 'begitu', 'lihat', 'banyak', 'tipu']",Negatif
"['layan', 'baik']",Positif
"['maaf', 'bintang', 'nya', 'kurang', 'lipat', 'tangan', 'makin', 'lot', 'ongkir', 'makin', 'mahal', 'order', 'makin', 'lama', 'nyampenya', 'terus', 'banyak', 'notif', 'live', 'toko', 'tidak', 'diikutin', 'muncul', 'notifikasi', 'shopee', 'pokok', 'shopee', 'makin', 'lama', 'makin', 'tidak', 'sekali', 'lah', 'lebih', 'murah', 'lebih', 'cepat', 'aplikasi', 'belah', 'ktimbang', 'shopee']",Negatif
['siip'],Netral
"['login', 'sih', 'gara', 'gara', 'tutup', 'login', 'toko', 'taut', 'seller', 'center', 'tiktok', 'naut', 'log', 'out', 'masuk', 'perkara', 'ktp', 'pakai', 'pakai', 'masuk', 'tolongg', 'baik', 'biar', 'masuk', 'masuk', 'susah', 'log', 'out', 'susah', 'nyusahin', 'hapus', 'seller', 'center']",Negatif
['mantab'],Netral
"['knpaa', 'sekarang', 'shope', 'lot', 'kirain', 'jaring', 'lot', 'nyata', 'memang', 'app', 'nya', 'padahal', 'kemarin', 'tidak', 'sekarang', 'jadi', 'males', 'lama', 'aplikasi', 'shoppe', 'coba', 'hp', 'pakai', 'data', 'sma', 'lot', 'mles', 'jadi', 'pakai', 'app', 'wajah', 'netral']",Negatif
"['kok', 'sekarang', 'kalau', 'ambil', 'kupon', 'promo', 'pas', 'checkout', 'metode', 'bayar', 'cuma', 'lewat', 'bri', 'ceria', 'kalau', 'kupon', 'promonya', 'tidak', 'ambil', 'bayar', 'via', 'apa', 'gimana', 'nih', 'sekarang', 'jadi', 'ngeselin', 'tidak', 'kaya', 'kemarin', 'enak', 'mohon', 'baik', 'min', 'setia', 'pakai', 'tokped', 'tidak', 'alih', 'apk', 'lipat', 'tangan']",Negatif
['hihihi'],Netral
"['bantu', 'jual']",Positif
"['akun', 'tiktok', 'seller', 'hack', 'orang', 'tanggung', 'jawabmohon', 'bantu', 'tangan', 'respon', 'selesai']",Positif
"['apk', 'bagus']",Positif
"['kak', 'kali', 'mau', 'buka', 'pesan', 'selalu', 'minta', 'halaman', 'utama', 'terus']",Netral
"['ganti', 'pin', 'shopee', 'pay', 'rumit', 'sekali']",Netral
"['hapus', 'toko', 'dia', 'soalx', 'penjualx', 'toko', 'stamx', 'automobilx', 'kurang', 'ajar', 'bukti', 'per', 'tein', 'jual', 'beda', 'sama', 'toko', 'baru', 'menyankal', 'se', 'per', 'jual', 'sama', 'toko', 'lainx', 'padahal', 'beda']",Netral
"['kemari', 'download', 'terus', 'tidak', 'sengaja', 'hps', 'eh', 'mau', 'download', 'susah', 'tidak', 'kak']",Negatif
"['sumpah', 'sesal', 'sekali', 'download', 'co', 'brang', 'lewat', 'sini', 'pakai', 'ongkir', 'k', 'hrusnya', 'hari', 'nah', 'iki', 'hari', 'belum', 'aju', 'komplain', 'riweh']",Netral
"['optimasi', 'iklan', 'sulit', 'susah', 'jual', 'bayar', 'edukasi', 'kampus', 'sih', 'oren', 'mangkanya', 'jual', 'tanah', 'abang', 'demo', 'seller', 'centernya', 'mudah']",Netral
"['barang', 'shopeememang', 'the', 'best']",Netral
['keren'],Netral
"['langgar', 'harga', 'produk', 'sistem', 'aco']",Netral
"['atur', 'ketat', 'sebentar', 'langgar', 'kena', 'poin', 'mp', 'ketat', 'tiktok', 'upload', 'produk', 'jual', 'langsung', 'kena', 'langgar']",Netral
['oke'],Positif
['jos'],Netral
"['jari', 'tengah']",Netral
['mudah'],Positif
